record_type|state_code|f_system|station_id|travel_dir|travel_lane|year_record|month_record|day_record|day_of_week|hour_00|hour_01|hour_02|hour_03|hour_04|hour_05|hour_06|hour_07|hour_08|hour_09|hour_10|hour_11|hour_12|hour_13|hour_14|hour_15|hour_16|hour_17|hour_18|hour_19|hour_20|hour_21|hour_22|hour_23|restrictions
V|26|1U|638629|1|1|2023|1|13|6|80|58|45|47|52|118|262|341|358|357|385|408|463|496|616|715|762|719|477|355|282|249|219|181|
V|26|1U|638629|1|1|2023|1|14|7|107|64|66|41|35|65|149|214|246|362|438|411|461|490|478|541|485|404|398|351|298|242|259|175|
V|26|1U|638629|1|1|2023|1|15|1|116|72|65|33|33|40|69|132|170|259|336|363|441|439|453|436|468|397|362|261|236|176|135|81|
V|26|1U|638629|1|1|2023|1|16|2|61|32|37|34|36|112|230|283|346|357|397|394|443|448|558|610|638|565|392|283|199|175|117|122|
V|26|1U|638629|1|1|2023|1|17|3|70|42|38|33|42|108|230|361|361|349|382|370|396|415|541|655|717|652|412|288|239|209|162|131|
V|26|1U|638629|1|1|2023|1|18|4|76|46|47|51|65|146|279|355|383|353|357|368|409|434|562|663|746|705|434|311|261|201|177|134|
V|26|1U|638629|1|1|2023|1|19|5|77|65|47|42|44|142|244|351|358|333|362|396|439|417|551|694|752|644|444|314|245|211|153|124|
V|26|1U|638629|1|1|2023|1|20|6|74|51|45|54|46|126|250|336|377|365|402|439|474|511|586|734|716|715|486|344|276|263|219|195|
V|26|1U|638629|1|1|2023|1|21|7|122|89|62|45|36|77|148|204|268|341|426|424|463|460|461|450|503|423|362|295|283|264|276|181|
V|26|1U|638629|1|1|2023|1|22|1|126|102|61|41|29|32|89|120|162|337|204|350|374|358|357|373|340|326|320|229|174|118|120|78|
V|26|1U|638629|1|1|2023|1|23|2|44|30|29|37|43|132|241|352|368|347|382|343|411|408|520|693|711|656|408|279|255|207|172|96|
V|26|1U|638629|1|1|2023|1|24|3|80|62|49|42|56|150|221|377|391|363|387|375|411|430|529|580|704|660|444|324|275|230|209|128|
V|26|1U|638629|1|1|2023|1|25|4|81|61|48|49|51|130|194|393|461|318|316|290|315|306|498|476|423|283|202|164|127|101|95|102|
V|26|1U|638629|1|1|2023|1|26|5|62|57|54|26|38|128|234|294|329|323|331|374|390|446|540|531|665|654|396|251|258|240|192|113|
V|26|1U|638629|1|1|2023|1|27|6|73|44|46|44|56|120|237|355|380|370|424|415|470|509|620|705|774|636|418|109|240|219|188|152|
V|26|1U|638629|1|1|2023|1|28|7|99|48|52|31|27|65|123|182|303|403|428|455|448|484|520|520|445|411|323|258|221|195|205|161|
V|26|1U|638629|1|1|2023|1|29|1|80|45|52|25|24|74|125|130|179|223|319|319|339|353|376|375|358|356|333|233|192|155|134|77|
V|26|1U|638629|1|1|2023|1|30|2|47|43|37|29|46|134|207|319|334|374|372|342|372|423|505|628|685|607|409|291|257|181|153|114|
V|26|1U|638629|1|1|2023|1|31|3|68|46|51|44|56|140|249|329|384|349|363|368|400|400|505|695|725|662|456|294|272|191|179|124|
V|26|1U|638629|1|2|2023|1|1|1|213|257|179|125|62|87|100|132|170|330|500|621|742|727|645|658|835|842|632|467|366|267|182|121|
V|26|1U|638629|1|2|2023|1|2|2|79|58|50|48|52|147|211|333|430|487|692|793|836|812|836|932|874|793|642|544|413|341|203|156|
V|26|1U|638629|1|2|2023|1|3|3|84|60|50|50|101|265|460|625|636|608|626|629|730|808|1062|1301|1369|1260|739|487|387|309|284|190|
V|26|1U|638629|1|2|2023|1|4|4|118|88|57|71|117|283|478|635|655|625|624|688|727|750|1094|1328|1471|1340|826|564|457|348|397|216|
V|26|1U|638629|1|2|2023|1|5|5|121|80|67|68|92|274|470|671|722|682|643|683|791|849|1134|1317|1337|1326|884|608|486|399|291|196|
V|26|1U|638629|1|2|2023|1|6|6|139|82|66|71|88|231|474|638|688|665|700|764|901|984|1233|1432|1503|1373|932|704|550|427|476|315|
V|26|1U|638629|1|2|2023|1|7|7|186|112|109|87|71|137|279|353|519|753|775|940|990|984|1001|1101|953|917|766|666|548|436|359|280|
V|26|1U|638629|1|2|2023|1|8|1|180|126|108|73|68|70|165|234|313|409|600|706|866|921|933|914|858|821|780|605|454|276|199|151|
V|26|1U|638629|1|2|2023|1|9|2|86|43|44|47|88|272|537|742|713|661|641|634|695|807|1002|1345|1425|1272|825|543|417|342|258|169|
V|26|1U|638629|1|2|2023|1|10|3|102|68|59|75|90|278|512|767|724|630|619|624|698|785|1101|1399|1511|1369|878|538|466|359|403|198|
V|26|1U|638629|1|2|2023|1|11|4|117|75|59|67|91|286|524|751|738|682|651|694|717|803|1116|1385|1527|1329|943|630|464|376|340|218|
V|26|1U|638629|1|2|2023|1|12|5|116|74|73|76|97|274|537|769|754|657|674|741|794|867|1108|1341|1365|1408|904|627|494|394|364|207|
V|26|1U|638629|1|2|2023|1|13|6|111|91|72|67|85|258|506|702|732|724|798|875|991|1071|1294|1604|1579|1473|1064|714|541|470|416|307|
V|26|1U|638629|1|2|2023|1|14|7|163|109|99|80|62|130|268|429|578|731|920|962|1018|931|1016|1015|955|892|788|695|523|504|501|286|
V|26|1U|638629|1|2|2023|1|15|1|184|121|93|68|53|77|157|264|342|506|676|798|827|876|865|834|847|790|719|510|429|269|215|150|
V|26|1U|638629|1|2|2023|1|16|2|109|57|73|41|64|201|374|571|651|679|783|790|855|933|1139|1262|1274|1153|786|585|445|292|234|174|
V|26|1U|638629|1|2|2023|1|17|3|99|72|47|62|113|287|552|778|735|680|610|669|712|754|1036|1319|1395|1309|852|574|444|340|254|175|
V|26|1U|638629|1|2|2023|1|18|4|103|83|59|63|115|296|541|774|745|693|680|719|737|863|1154|1359|1424|1399|861|629|482|393|329|193|
V|26|1U|638629|1|2|2023|1|19|5|110|81|76|70|107|287|523|727|737|647|636|729|783|867|1135|1426|1517|1305|910|631|515|368|336|205|
V|26|1U|638629|1|2|2023|1|20|6|129|86|72|72|88|255|496|737|722|695|800|893|975|1067|1326|1441|1390|1369|1020|703|525|446|428|343|
V|26|1U|638629|1|2|2023|1|21|7|185|134|110|92|83|144|310|429|564|786|846|890|916|936|1045|1018|1000|851|751|594|521|469|463|326|
V|26|1U|638629|1|2|2023|1|22|1|198|144|102|93|59|77|148|246|275|408|646|730|743|726|750|731|690|626|624|485|420|305|218|138|
V|26|1U|638629|1|2|2023|1|23|2|87|48|52|65|101|259|525|740|728|641|666|631|734|711|1043|1301|1421|1239|788|502|409|345|305|181|
V|26|1U|638629|1|2|2023|1|24|3|102|65|62|72|92|284|528|729|766|660|671|673|766|824|1187|1445|1446|1350|894|613|532|412|404|232|
V|26|1U|638629|1|2|2023|1|25|4|109|60|69|62|104|286|415|557|587|487|571|517|566|721|940|883|889|721|518|344|245|194|207|164|
V|26|1U|638629|1|2|2023|1|26|5|103|51|62|76|112|260|498|656|651|646|709|704|736|882|1134|1065|1434|1255|914|602|469|428|361|228|
V|26|1U|638629|1|2|2023|1|27|6|119|82|64|64|98|256|499|735|712|746|778|859|953|1030|1392|1534|1493|1174|865|670|585|461|372|313|
V|26|1U|638629|1|2|2023|1|28|7|191|96|81|71|74|100|265|418|572|720|859|986|985|947|1020|984|911|796|738|595|497|414|438|287|
V|26|1U|638629|1|2|2023|1|29|1|172|84|93|52|53|41|63|202|395|542|586|713|766|722|791|778|681|658|604|472|405|271|219|132|
V|26|1U|638629|1|2|2023|1|30|2|116|51|57|58|96|301|533|749|654|693|673|652|656|709|1053|1281|1341|1248|802|544|430|336|270|192|
V|26|1U|638629|1|2|2023|1|31|3|95|67|58|76|95|259|497|748|702|638|609|608|680|763|1118|1389|1422|1311|889|598|477|378|278|197|
V|26|1U|638629|1|3|2023|1|1|1|61|83|49|25|13|22|12|26|35|85|183|263|335|335|336|302|511|562|326|156|114|82|53|27|
V|26|1U|638629|1|3|2023|1|2|2|14|4|6|5|9|35|50|81|157|176|315|341|419|445|514|567|511|410|319|225|170|109|64|35|
V|26|1U|638629|1|3|2023|1|3|3|27|4|7|9|14|79|198|299|350|297|298|277|320|463|800|1156|1450|1158|447|202|155|103|99|50|
V|26|1U|638629|1|3|2023|1|4|4|24|11|8|12|24|83|234|377|360|282|288|305|387|420|832|1262|1473|1171|527|243|191|128|144|68|
V|26|1U|638629|1|3|2023|1|5|5|31|19|9|9|13|79|172|355|366|298|325|361|428|488|917|1357|1415|1362|592|283|179|136|107|48|
V|26|1U|638629|1|3|2023|1|6|6|31|11|8|11|13|69|214|360|370|338|382|419|540|626|1086|1436|1551|1351|686|360|216|166|228|100|
V|26|1U|638629|1|3|2023|1|7|7|47|24|20|17|9|27|72|104|196|391|436|542|596|641|682|685|638|566|416|263|232|165|138|76|
V|26|1U|638629|1|3|2023|1|8|1|47|23|11|15|6|12|30|46|82|139|219|327|436|507|604|586|521|540|499|316|179|108|63|33|
V|26|1U|638629|1|3|2023|1|9|2|22|7|2|3|12|103|221|456|388|282|321|305|357|375|764|1120|1373|1129|518|227|154|115|76|36|
V|26|1U|638629|1|3|2023|1|10|3|14|8|6|8|19|97|222|436|361|321|283|330|318|436|826|1244|1519|1267|476|201|162|108|146|50|
V|26|1U|638629|1|3|2023|1|11|4|30|11|11|4|12|89|220|412|431|299|299|313|329|471|841|1318|1518|1234|571|270|175|144|127|54|
V|26|1U|638629|1|3|2023|1|12|5|23|16|11|14|14|80|223|419|412|294|361|306|420|496|960|1391|1395|1410|643|304|185|150|142|60|
V|26|1U|638629|1|3|2023|1|13|6|17|17|4|10|8|66|196|389|399|345|425|513|671|770|1225|1683|1850|1541|784|358|230|156|168|101|
V|26|1U|638629|1|3|2023|1|14|7|35|26|6|11|8|27|60|157|231|335|503|574|611|554|659|655|635|547|412|328|231|211|174|85|
V|26|1U|638629|1|3|2023|1|15|1|53|23|22|13|14|18|18|77|113|171|315|377|398|424|460|441|529|396|332|203|154|89|69|29|
V|26|1U|638629|1|3|2023|1|16|2|17|10|10|1|8|44|132|242|289|309|387|429|511|511|745|1016|1087|960|501|274|206|103|51|43|
V|26|1U|638629|1|3|2023|1|17|3|18|6|5|7|11|90|235|491|435|303|307|255|363|459|888|1293|1494|1144|480|271|167|118|105|62|
V|26|1U|638629|1|3|2023|1|18|4|12|10|3|8|15|93|227|487|465|319|288|311|416|416|856|1247|1399|1323|581|249|219|152|120|60|
V|26|1U|638629|1|3|2023|1|19|5|17|7|2|6|12|80|226|415|385|296|314|405|441|499|900|1325|1594|1221|575|298|226|168|114|50|
V|26|1U|638629|1|3|2023|1|20|6|26|13|12|4|17|63|248|396|399|390|435|536|619|802|1203|1636|1587|1471|724|352|228|159|164|103|
V|26|1U|638629|1|3|2023|1|21|7|40|28|19|10|3|38|78|151|246|379|442|509|519|551|635|686|616|513|408|285|215|174|172|86|
V|26|1U|638629|1|3|2023|1|22|1|44|31|17|13|10|9|26|64|64|39|170|192|295|284|322|372|323|296|270|127|97|72|47|21|
V|26|1U|638629|1|3|2023|1|23|2|7|1|5|5|8|76|224|386|455|314|302|281|371|388|770|1095|1378|1120|514|210|137|117|117|43|
V|26|1U|638629|1|3|2023|1|24|3|14|11|4|3|11|92|227|470|435|293|285|282|352|445|887|1390|1451|1327|601|254|205|124|140|57|
V|26|1U|638629|1|3|2023|1|25|4|20|18|9|5|11|76|189|172|24|48|144|155|207|141|511|687|626|345|104|24|24|7|18|18|
V|26|1U|638629|1|3|2023|1|26|5|6|0|3|4|6|32|142|283|333|290|334|324|353|468|908|802|1572|1291|596|242|120|62|77|34|
V|26|1U|638629|1|3|2023|1|27|6|10|4|5|6|10|51|201|403|355|390|425|453|614|688|1239|1632|1619|1385|722|371|143|63|65|75|
V|26|1U|638629|1|3|2023|1|28|7|21|15|10|6|8|12|48|150|230|293|425|555|537|554|631|646|543|444|318|172|126|121|144|68|
V|26|1U|638629|1|3|2023|1|29|1|32|9|11|10|0|2|16|22|27|138|222|309|343|335|431|363|338|299|323|167|151|102|55|20|
V|26|1U|638629|1|3|2023|1|30|2|22|18|4|5|12|80|233|391|302|223|224|280|298|329|722|1031|1188|1035|488|208|141|99|82|39|
V|26|1U|638629|1|3|2023|1|31|3|18|6|5|9|18|75|188|409|394|288|242|262|326|370|710|1206|1380|1236|574|238|197|121|98|48|
V|26|1U|638629|1|4|2023|1|1|1|126|133|77|40|15|15|25|42|68|114|197|213|309|331|322|354|395|435|283|252|190|117|77|68|
V|26|1U|638629|1|4|2023|1|2|2|30|19|15|7|10|19|42|105|169|201|274|355|479|485|563|555|553|579|417|302|252|169|109|74|
V|26|1U|638629|1|4|2023|1|3|3|39|27|13|12|10|38|80|194|256|297|305|357|468|474|729|903|1129|996|608|404|256|193|142|106|
V|26|1U|638629|1|4|2023|1|4|4|66|38|15|9|20|35|106|222|261|304|331|365|430|466|689|959|1153|1062|672|405|297|231|185|135|
V|26|1U|638629|1|4|2023|1|5|5|51|41|20|16|20|39|137|233|300|298|337|390|463|495|715|973|1104|1098|648|389|325|238|155|105|
V|26|1U|638629|1|4|2023|1|6|6|67|44|21|19|13|36|128|254|307|304|320|394|458|568|730|973|1064|945|616|405|311|265|240|175|
V|26|1U|638629|1|4|2023|1|7|7|99|58|38|25|17|26|46|129|175|505|349|424|531|507|618|590|555|543|488|326|274|235|200|147|
V|26|1U|638629|1|4|2023|1|8|1|73|51|36|21|15|17|26|86|125|153|301|313|470|480|465|452|454|427|409|277|208|119|112|82|
V|26|1U|638629|1|4|2023|1|9|2|45|12|11|4|12|39|125|325|342|305|323|368|413|470|709|961|1162|1034|667|417|296|233|130|93|
V|26|1U|638629|1|4|2023|1|10|3|48|36|25|15|20|33|140|331|327|265|324|344|451|524|726|1030|1207|1050|673|397|329|237|185|127|
V|26|1U|638629|1|4|2023|1|11|4|68|35|13|17|22|40|148|342|314|296|320|410|423|444|731|1099|1193|1045|661|427|357|236|178|107|
V|26|1U|638629|1|4|2023|1|12|5|52|43|19|16|18|38|150|333|353|295|340|374|465|509|772|1004|1077|1065|695|434|344|241|172|135|
V|26|1U|638629|1|4|2023|1|13|6|70|42|24|16|15|32|104|334|311|289|314|394|468|520|786|988|927|863|585|392|321|216|203|190|
V|26|1U|638629|1|4|2023|1|14|7|91|49|39|23|10|16|45|122|199|258|344|441|507|474|521|599|584|524|421|362|305|254|222|152|
V|26|1U|638629|1|4|2023|1|15|1|113|42|29|20|9|8|37|72|131|164|280|340|426|406|514|461|444|410|371|302|209|152|109|62|
V|26|1U|638629|1|4|2023|1|16|2|41|25|13|9|11|34|66|172|244|269|331|413|483|578|693|813|905|849|542|344|243|174|115|84|
V|26|1U|638629|1|4|2023|1|17|3|51|29|13|11|28|31|126|336|380|310|327|345|403|527|769|1013|1128|1066|674|408|306|244|149|96|
V|26|1U|638629|1|4|2023|1|18|4|48|33|22|13|16|52|130|352|368|306|328|364|454|499|768|1074|1077|1094|725|460|331|259|151|97|
V|26|1U|638629|1|4|2023|1|19|5|57|27|23|14|11|35|121|306|365|301|313|487|463|510|716|1028|1103|1013|680|463|376|238|174|102|
V|26|1U|638629|1|4|2023|1|20|6|70|33|29|16|13|26|137|321|369|292|366|519|487|513|794|1013|958|899|568|405|312|220|206|186|
V|26|1U|638629|1|4|2023|1|21|7|96|53|36|20|18|20|62|130|203|266|329|434|539|515|578|650|631|526|488|339|273|252|262|162|
V|26|1U|638629|1|4|2023|1|22|1|105|61|25|22|6|10|45|104|150|147|278|317|368|394|427|406|327|364|345|280|176|137|103|70|
V|26|1U|638629|1|4|2023|1|23|2|36|14|17|11|11|47|115|314|298|277|298|380|428|446|715|967|1111|989|635|398|303|215|144|97|
V|26|1U|638629|1|4|2023|1|24|3|55|29|22|9|23|44|143|342|368|255|329|384|460|514|741|1039|1156|1040|671|437|379|268|188|96|
V|26|1U|638629|1|4|2023|1|25|4|64|35|24|11|15|54|59|133|213|197|243|315|328|331|610|603|632|456|268|163|134|97|99|63|
V|26|1U|638629|1|4|2023|1|26|5|40|24|16|11|26|42|98|204|253|257|257|346|404|422|620|690|1125|972|651|401|360|249|149|113|
V|26|1U|638629|1|4|2023|1|27|6|63|34|21|9|11|41|109|302|355|283|346|357|449|501|779|1016|946|826|555|451|267|239|175|156|
V|26|1U|638629|1|4|2023|1|28|7|83|47|43|19|18|23|62|107|197|219|360|451|519|539|587|605|559|467|415|299|236|193|243|143|
V|26|1U|638629|1|4|2023|1|29|1|86|45|29|14|9|7|28|46|117|138|239|336|391|390|478|442|366|363|329|236|184|115|117|61|
V|26|1U|638629|1|4|2023|1|30|2|26|19|10|11|5|42|108|289|315|266|310|369|368|435|642|968|1096|1043|631|383|305|228|135|92|
V|26|1U|638629|1|4|2023|1|31|3|49|27|18|15|22|40|121|348|334|298|306|328|382|455|690|1081|1102|1104|713|397|331|233|144|111|
V|26|1U|638629|5|1|2023|1|1|1|228|172|101|66|50|41|101|124|202|415|547|532|688|713|734|717|697|572|493|376|352|251|159|113|
V|26|1U|638629|5|1|2023|1|2|2|68|40|31|50|112|257|323|364|433|529|671|734|784|843|837|798|770|698|558|390|294|234|187|100|
V|26|1U|638629|5|1|2023|1|3|3|70|53|57|107|255|663|792|922|826|695|703|648|660|683|669|649|665|694|487|328|267|239|201|111|
V|26|1U|638629|5|1|2023|1|4|4|69|43|46|97|266|632|812|929|913|722|687|637|713|692|651|684|738|739|577|373|313|261|174|101|
V|26|1U|638629|5|1|2023|1|5|5|69|65|46|103|283|664|836|1005|893|720|682|618|701|707|707|708|724|725|553|403|338|271|184|121|
V|26|1U|638629|5|1|2023|1|6|6|69|56|55|114|258|603|714|878|816|706|698|686|693|704|716|765|810|837|653|432|348|303|255|178|
V|26|1U|638629|5|1|2023|1|7|7|114|79|62|58|128|285|255|334|406|643|673|802|813|814|794|791|758|745|651|442|372|330|255|200|
V|26|1U|638629|5|1|2023|1|8|1|132|86|45|33|54|126|144|168|299|466|624|650|835|809|734|728|712|702|565|413|326|242|171|117|
V|26|1U|638629|5|1|2023|1|9|2|71|28|48|101|273|686|842|1063|918|735|670|591|679|680|731|742|704|745|539|365|266|233|137|115|
V|26|1U|638629|5|1|2023|1|10|3|54|44|50|118|283|670|873|1260|996|778|665|664|639|658|692|737|733|727|516|375|283|246|162|92|
V|26|1U|638629|5|1|2023|1|11|4|78|48|54|116|303|669|889|1108|946|749|693|646|644|633|708|705|696|771|589|392|316|250|166|100|
V|26|1U|638629|5|1|2023|1|12|5|60|40|45|115|276|659|852|1128|913|722|666|666|670|674|726|739|763|765|558|382|293|247|167|111|
V|26|1U|638629|5|1|2023|1|13|6|60|42|49|117|260|585|768|981|855|694|651|644|625|348|725|759|770|759|617|434|330|318|246|143|
V|26|1U|638629|5|1|2023|1|14|7|96|67|58|76|97|276|245|337|446|592|678|811|870|855|884|849|790|765|610|433|384|332|241|186|
V|26|1U|638629|5|1|2023|1|15|1|109|66|57|43|52|121|147|185|329|506|653|776|799|798|754|781|702|664|559|465|376|303|179|112|
V|26|1U|638629|5|1|2023|1|16|2|52|24|33|87|222|471|642|764|718|723|730|811|779|778|824|780|744|733|576|382|275|205|149|85|
V|26|1U|638629|5|1|2023|1|17|3|49|44|48|89|264|663|849|1116|946|725|641|666|619|628|680|686|673|710|510|340|298|258|165|78|
V|26|1U|638629|5|1|2023|1|18|4|61|49|56|121|302|723|904|1088|999|736|677|681|657|659|724|739|734|705|571|378|341|260|173|93|
V|26|1U|638629|5|1|2023|1|19|5|66|50|43|106|266|651|856|1093|902|751|649|682|684|694|709|711|770|726|543|394|285|218|183|98|
V|26|1U|638629|5|1|2023|1|20|6|56|41|50|94|251|629|826|960|825|690|718|709|704|708|714|790|773|800|640|453|342|320|224|179|
V|26|1U|638629|5|1|2023|1|21|7|86|62|55|78|130|282|260|334|443|572|700|811|860|844|813|855|833|730|594|441|363|325|239|195|
V|26|1U|638629|5|1|2023|1|22|1|139|81|51|50|45|118|166|195|336|523|525|655|733|738|753|713|680|622|535|326|261|248|159|73|
V|26|1U|638629|5|1|2023|1|23|2|38|30|45|113|268|684|882|1068|904|699|666|632|635|644|690|703|702|724|537|346|277|232|139|91|
V|26|1U|638629|5|1|2023|1|24|3|53|48|57|120|280|647|840|1122|990|785|694|708|613|663|686|747|764|756|558|369|281|248|163|93|
V|26|1U|638629|5|1|2023|1|25|4|60|57|52|110|287|640|724|885|635|546|496|432|485|546|462|427|380|344|252|154|120|147|108|65|
V|26|1U|638629|5|1|2023|1|26|5|78|67|36|107|301|688|790|898|777|653|580|537|621|647|664|670|679|674|477|363|290|247|142|117|
V|26|1U|638629|5|1|2023|1|27|6|58|50|61|103|263|602|810|958|840|703|647|679|637|673|701|753|759|712|556|351|338|290|232|147|
V|26|1U|638629|5|1|2023|1|28|7|108|71|45|68|140|285|278|335|456|610|669|741|789|795|771|800|784|661|499|361|284|277|229|152|
V|26|1U|638629|5|1|2023|1|29|1|108|68|39|36|56|151|127|108|259|356|536|586|741|769|727|703|675|614|501|406|310|254|179|79|
V|26|1U|638629|5|1|2023|1|30|2|56|41|53|91|259|640|811|979|914|676|630|592|617|624|665|668|681|676|555|354|273|234|141|89|
V|26|1U|638629|5|1|2023|1|31|3|61|46|52|98|273|668|875|1114|958|758|626|621|636|630|687|678|702|702|564|365|294|225|152|90|
V|26|1U|638629|5|2|2023|1|1|1|195|187|123|68|51|82|112|131|227|502|815|864|938|1022|1161|1085|1016|967|828|573|600|359|235|135|
V|26|1U|638629|5|2|2023|1|2|2|81|57|53|67|129|343|445|498|557|662|805|1017|1087|1225|1352|1253|1219|1102|859|608|454|373|243|113|
V|26|1U|638629|5|2|2023|1|3|3|94|61|68|140|415|1164|1374|1506|1305|994|889|800|821|913|947|932|913|952|735|468|369|294|266|184|
V|26|1U|638629|5|2|2023|1|4|4|109|75|71|134|386|1107|1445|1566|1293|984|851|804|844|894|932|988|997|1041|775|498|370|323|226|171|
V|26|1U|638629|5|2|2023|1|5|5|91|81|60|138|420|1100|1454|1576|1311|1071|921|945|880|921|968|928|946|986|757|494|399|347|219|166|
V|26|1U|638629|5|2|2023|1|6|6|97|69|65|149|362|1084|1260|1444|1239|928|926|908|921|960|1029|1105|1134|1179|966|626|433|486|318|234|
V|26|1U|638629|5|2|2023|1|7|7|126|84|45|87|161|412|413|454|495|749|835|1051|1135|1149|1144|1120|1119|1035|899|670|580|460|364|243|
V|26|1U|638629|5|2|2023|1|8|1|177|93|67|54|74|163|201|213|327|528|743|850|1062|1105|1094|1056|1041|1014|875|673|489|352|259|127|
V|26|1U|638629|5|2|2023|1|9|2|94|50|55|138|401|1145|1447|1717|1401|1012|831|774|845|856|898|947|990|967|701|462|355|262|212|161|
V|26|1U|638629|5|2|2023|1|10|3|69|62|66|150|431|1188|1460|1538|1449|1112|915|803|800|857|922|919|1021|1035|703|465|342|299|202|141|
V|26|1U|638629|5|2|2023|1|11|4|83|72|65|144|433|1177|1518|1763|1434|1045|930|900|876|915|943|999|994|1049|760|465|382|306|225|154|
V|26|1U|638629|5|2|2023|1|12|5|95|79|61|173|439|1151|1408|1682|1466|1028|912|837|838|926|998|969|1047|1048|770|506|358|348|241|143|
V|26|1U|638629|5|2|2023|1|13|6|103|78|69|147|399|1078|1259|1458|1240|955|893|899|952|1176|994|1130|1171|1217|886|623|469|454|320|186|
V|26|1U|638629|5|2|2023|1|14|7|141|84|63|77|141|342|359|474|595|770|971|1082|1152|1171|1195|1143|1114|1055|900|637|494|471|357|226|
V|26|1U|638629|5|2|2023|1|15|1|136|103|56|63|63|151|223|181|334|573|826|989|1075|1118|1103|1084|1083|1027|851|668|558|408|278|150|
V|26|1U|638629|5|2|2023|1|16|2|95|44|58|100|288|842|1090|1230|1101|999|1007|1095|1192|1309|1254|1248|1192|1077|829|601|434|354|256|117|
V|26|1U|638629|5|2|2023|1|17|3|90|48|63|158|441|1179|1544|1694|1492|1065|901|867|830|868|943|948|979|1002|726|451|338|317|196|135|
V|26|1U|638629|5|2|2023|1|18|4|80|51|54|147|437|1174|1534|1724|1429|1103|908|839|854|831|924|1011|979|1010|755|518|413|314|239|147|
V|26|1U|638629|5|2|2023|1|19|5|83|69|81|163|401|1130|1405|1628|1347|1085|822|828|829|869|895|971|1023|990|782|474|377|365|300|160|
V|26|1U|638629|5|2|2023|1|20|6|97|64|65|155|380|1087|1294|1484|1265|961|879|950|913|939|1015|1061|1083|1078|926|653|465|418|314|217|
V|26|1U|638629|5|2|2023|1|21|7|111|61|62|89|167|411|361|449|592|767|926|1093|1199|1194|1203|1218|1206|1101|828|645|506|442|346|243|
V|26|1U|638629|5|2|2023|1|22|1|188|92|62|78|68|163|209|225|351|471|799|968|1054|1088|1104|1064|1063|952|807|651|520|378|259|130|
V|26|1U|638629|5|2|2023|1|23|2|96|55|71|143|424|1186|1438|1608|1380|993|866|813|870|878|908|995|933|1002|728|495|362|307|199|129|
V|26|1U|638629|5|2|2023|1|24|3|72|64|56|147|440|1203|1475|1741|1514|1100|891|851|893|938|984|985|1030|1100|785|494|370|351|226|161|
V|26|1U|638629|5|2|2023|1|25|4|88|56|66|138|434|1137|1058|1226|1081|821|570|516|545|482|595|570|583|561|443|286|270|271|193|118|
V|26|1U|638629|5|2|2023|1|26|5|50|28|64|145|445|1203|1357|1451|1237|967|899|848|752|816|881|881|944|999|710|573|438|410|290|223|
V|26|1U|638629|5|2|2023|1|27|6|120|79|85|144|404|1095|1295|1487|1243|987|887|863|904|927|1030|1080|1048|1007|779|477|575|469|381|198|
V|26|1U|638629|5|2|2023|1|28|7|161|101|68|99|176|477|405|426|575|770|868|1064|1100|1076|1112|1176|1184|981|797|588|556|502|398|211|
V|26|1U|638629|5|2|2023|1|29|1|195|111|73|62|86|97|185|270|321|496|713|897|1038|1138|1116|1113|1021|996|884|668|491|400|293|118|
V|26|1U|638629|5|2|2023|1|30|2|86|52|71|130|391|1083|1312|1449|1341|992|889|771|784|828|948|930|875|941|705|462|344|297|220|158|
V|26|1U|638629|5|2|2023|1|31|3|79|56|63|142|397|1171|1498|1669|1424|1073|875|812|780|836|931|943|971|1025|743|474|364|311|221|153|
V|26|1U|638629|5|3|2023|1|1|1|33|32|13|10|3|15|23|10|47|139|378|403|510|615|762|678|559|550|380|200|207|126|58|24|
V|26|1U|638629|5|3|2023|1|2|2|18|8|4|10|19|82|166|169|214|194|310|441|591|772|978|880|810|667|451|275|141|126|63|21|
V|26|1U|638629|5|3|2023|1|3|3|23|6|8|21|124|816|1179|1286|859|501|359|291|387|462|504|536|498|542|321|162|106|76|76|36|
V|26|1U|638629|5|3|2023|1|4|4|16|12|8|19|153|867|1209|1394|1026|501|390|360|383|410|451|557|522|602|362|175|121|88|49|39|
V|26|1U|638629|5|3|2023|1|5|5|7|8|3|19|125|817|1198|1398|1008|537|406|405|417|406|519|493|557|609|403|182|115|116|48|34|
V|26|1U|638629|5|3|2023|1|6|6|16|6|3|14|97|723|1062|1183|808|543|409|434|425|506|527|703|737|802|492|255|161|155|101|63|
V|26|1U|638629|5|3|2023|1|7|7|21|8|3|32|24|133|159|133|163|315|372|519|586|572|604|604|605|586|499|271|200|125|115|57|
V|26|1U|638629|5|3|2023|1|8|1|34|16|12|3|8|23|39|40|86|145|279|368|504|607|556|563|602|593|486|300|191|100|51|25|
V|26|1U|638629|5|3|2023|1|9|2|15|6|3|22|118|812|1193|1499|1040|544|372|392|332|363|367|478|505|544|323|148|112|80|39|39|
V|26|1U|638629|5|3|2023|1|10|3|13|8|5|21|124|882|1125|1412|1132|618|432|358|387|382|455|494|563|671|352|160|93|81|50|30|
V|26|1U|638629|5|3|2023|1|11|4|16|3|8|24|131|811|1315|1613|1174|587|436|371|365|430|499|519|514|597|375|149|124|92|43|44|
V|26|1U|638629|5|3|2023|1|12|5|15|7|7|28|138|857|1247|1571|1056|614|413|372|407|436|533|535|597|639|395|175|103|93|43|32|
